date,bubbles,vnindex,vnindex_growth,Imports of goods and services (annual % growth),Exports of goods and services (constant 2015 US$),Final consumption expenditure (constant 2015 US$),General government final consumption expenditure (annual % growth),Current account balance (% of GDP),Lending interest rate (%),Consumer price index (2010 = 100),Broad money (current LCU),Net domestic credit (current LCU),"Official exchange rate (LCU per US$, period average)",Imports of goods and services (% of GDP),Gross capital formation (annual % growth),Broad money to total reserves ratio,Monetary Sector credit to private sector (% GDP),Gross domestic savings (% of GDP),GDP growth (annual %),GNI (constant 2015 US$),Trade (% of GDP),Domestic credit to private sector (% of GDP),Deposit interest rate (%),Broad money growth (annual %),"Personal remittances, received (current US$)","Foreign direct investment, net (BoP, current US$)","Net primary income (BoP, current US$)","Primary income payments (BoP, current US$)",Gross capital formation (constant 2015 US$),Exports of goods and services (annual % growth),Gross national expenditure (% of GDP),Final consumption expenditure (annual % growth),"Total debt service (% of exports of goods, services and primary income)","Use of IMF credit (DOD, current US$)","Interest rate spread (lending rate minus deposit rate, %)","Inflation, consumer prices (annual %)",GNI growth (annual %),GDP (constant 2015 US$),Exports of goods and services (% of GDP),Gross national expenditure (constant 2015 US$),Final consumption expenditure (% of GDP),Households and NPISHs Final consumption expenditure (annual % growth),"Unemployment, total (% of total labor force) (modeled ILO estimate)","Personal remittances, received (% of GDP)","Goods exports (BoP, current US$)","Net trade in goods and services (BoP, current US$)","Current account balance (BoP, current US$)","Imports of goods and services (BoP, current US$)","Multilateral debt service (TDS, current US$)","Debt service on external debt, total (TDS, current US$)",Short-term debt (% of total external debt),"IBRD loans and IDA credits (DOD, current US$)","External debt stocks, total (DOD, current US$)",Public and publicly guaranteed debt service (% of GNI),Total debt service (% of GNI),Households and NPISHs Final consumption expenditure (constant 2015 US$),General government final consumption expenditure (% of GDP)
5/4/2010,0,549.12,0.08,6.878517753,94337153191,1.27E+11,9.210215618,-1.735020411,14.6039359,107.1837432,2.59E+15,2.83E+15,19342.46795,61.4474547,4.737295556,10.41525002,86.34929614,32.08689975,6.419368783,1.76E+11,118.3172698,86.34929614,12.27057692,22.87916038,8390769231,-6861538462,-4739000000,5171538462,60748706398,9.274606273,103.1937432,7.225517276,2.939897727,516566716.4,2.333358974,12.84987641,7.122810094,1.82E+11,56.86981506,1.88E+11,67.91310025,7.083830559,1.067692308,5.369596923,81725076923,-5994307692,-2540615385,95642461538,298842998.7,2745849685,17.18241538,8139915000,48396486392,1.131281988,1.758267707,1.08E+11,10.22854323
6/1/2010,0,508.68,-0.07,6.609655791,95045009042,1.28E+11,8.595652247,-1.501050827,14.89767308,108.6204918,2.61E+15,2.86E+15,19488.37821,61.77657638,3.603460427,10.36219212,85.54852022,32.26785958,6.418594896,1.77E+11,119.1851847,85.54852022,12.48594231,21.51207109,8416923077,-6813846154,-4774000000,5201846154,60542776060,9.439528484,102.6490963,6.967971323,3.058697345,513996220.7,2.411730769,13.57835839,7.065709432,1.83E+11,57.40860832,1.88E+11,67.73214042,6.863351339,1.059230769,5.321242574,83622692308,-5673769231,-2193538462,97312153846,304544176.4,2918957835,17.53373846,8219396000,49087647641,1.130618076,1.846266611,1.08E+11,10.19759011
7/1/2010,0,504.02,-0.01,6.340793828,95752864893,1.28E+11,7.981088877,-1.267081242,15.19141025,110.0572405,2.64E+15,2.89E+15,19634.28846,62.10569806,2.469625298,10.30913421,84.74774431,32.44881942,6.41782101,1.78E+11,120.0530997,84.74774431,12.70130769,20.14498179,8443076923,-6766153846,-4809000000,5232153846,60336845721,9.604450695,102.1044494,6.71042537,3.177496963,511425725,2.490102564,14.30684038,7.008608769,1.83E+11,57.94740158,1.88E+11,67.55118058,6.64287212,1.050769231,5.272888226,85520307692,-5353230769,-1846461538,98981846154,310245354.1,3092065984,17.88506154,8298877000,49778808891,1.129954164,1.934265516,1.09E+11,10.16663699
8/2/2010,0,491.61,-0.02,6.071931866,96460720744,1.29E+11,7.366525506,-1.033111658,15.48514743,111.4939891,2.66E+15,2.92E+15,19780.19872,62.43481974,1.335790169,10.25607631,83.94696839,32.62977925,6.417047123,1.79E+11,120.9210146,83.94696839,12.91667308,18.7778925,8469230769,-6718461538,-4844000000,5262461538,60130915383,9.769372906,101.5598025,6.452879417,3.296296581,508855229.3,2.568474359,15.03532236,6.951508107,1.84E+11,58.48619484,1.88E+11,67.37022075,6.4223929,1.042307692,5.224533877,87417923077,-5032692308,-1499384615,1.01E+11,315946531.8,3265174134,18.23638462,8378358000,50469970140,1.129290252,2.02226442,1.09E+11,10.13568388
9/1/2010,0,458.75,-0.07,5.803069904,97168576595,1.29E+11,6.751962136,-0.799142074,15.77888461,112.9307377,2.68E+15,2.95E+15,19926.10898,62.76394142,0.20195504,10.20301841,83.14619248,32.81073908,6.416273236,1.80E+11,121.7889295,83.14619248,13.13203846,17.41080321,8495384615,-6670769231,-4879000000,5292769231,59924985045,9.934295117,101.0151556,6.195333464,3.4150962,506284733.7,2.646846154,15.76380434,6.894407445,1.85E+11,59.0249881,1.89E+11,67.18926092,6.20191368,1.033846154,5.176179528,89315538462,-4712153846,-1152307692,1.02E+11,321647709.5,3438282284,18.58770769,8457839000,51161131389,1.128626341,2.110263325,1.09E+11,10.10473076
10/1/2010,0,451.71,-0.02,5.534207941,97876432447,1.30E+11,6.137398765,-0.56517249,16.07262179,114.3674864,2.70E+15,2.97E+15,20072.01923,63.09306309,-0.931880088,10.14996051,82.34541656,32.99169892,6.415499349,1.80E+11,122.6568445,82.34541656,13.34740385,16.04371392,8521538462,-6623076923,-4914000000,5323076923,59719054707,10.09921733,100.4705087,5.937787511,3.533895818,503714238,2.725217948,16.49228633,6.837306783,1.86E+11,59.56378136,1.89E+11,67.00830108,5.981434461,1.025384615,5.127825179,91213153846,-4391615385,-805230769.2,1.04E+11,327348887.3,3611390434,18.93903077,8537320000,51852292639,1.127962429,2.198262229,1.10E+11,10.07377764
11/1/2010,0,451.06,0,5.265345979,98584288298,1.30E+11,5.522835395,-0.331202905,16.36635897,115.804235,2.73E+15,3.00E+15,20217.92949,63.42218477,-2.065715217,10.09690261,81.54464065,33.17265875,6.414725463,1.81E+11,123.5247594,81.54464065,13.56276923,14.67662462,8547692308,-6575384615,-4949000000,5353384615,59513124368,10.26413954,99.92586176,5.680241558,3.652695436,501143742.3,2.803589743,17.22076831,6.780206121,1.87E+11,60.10257462,1.89E+11,66.82734125,5.760955241,1.016923077,5.07947083,93110769231,-4071076923,-458153846.2,1.06E+11,333050065,3784498584,19.29035385,8616801000,52543453888,1.127298517,2.286261134,1.10E+11,10.04282452
12/1/2010,0,449.93,0,4.996484016,99292144149,1.31E+11,4.908272024,-0.097233321,16.66009615,117.2409837,2.75E+15,3.03E+15,20363.83974,63.75130645,-3.199550346,10.0438447,80.74386473,33.35361859,6.413951576,1.82E+11,124.3926744,80.74386473,13.77813462,13.30953533,8573846154,-6527692308,-4984000000,5383692308,59307194030,10.42906175,99.38121485,5.422695605,3.771495055,498573246.7,2.881961538,17.9492503,6.723105459,1.88E+11,60.64136788,1.90E+11,66.64638141,5.540476022,1.008461538,5.031116481,95008384615,-3750538462,-111076923.1,1.07E+11,338751242.7,3957606734,19.64167692,8696282000,53234615138,1.126634606,2.374260038,1.11E+11,10.0118714
1/4/2011,0,485.97,0.08,5.224542181,1.01E+11,1.32E+11,4.61725436,0.497047524,16.68597436,119.5079929,2.82E+15,3.09E+15,20534.23077,63.74733339,-3.797134355,9.721262376,79.60511251,33.5589309,6.343282914,1.84E+11,125.1039382,79.60511251,13.72505128,12.91185386,8707692308,-6532923077,-5112076923,5499384615,59221188298,10.93609258,98.67284205,5.185534466,3.871565468,495064853.8,2.960923077,17.94057621,6.540373102,1.90E+11,61.35660482,1.91E+11,66.4410691,5.286921535,1.002307692,4.992758807,98297846154,-2593384615,943153846.2,1.10E+11,347078447.3,4162526025,19.997,8875449077,54517109174,1.129626892,2.457452726,1.11E+11,10.01663127
2/8/2011,0,520.69,0.07,5.721462307,1.02E+11,1.32E+11,4.940800066,0.857358785,16.41811538,120.3382535,2.88E+15,3.11E+15,20558.71154,63.41423865,-3.260883235,9.45173795,79.26713619,33.58328338,6.27338814,1.85E+11,124.9472872,79.26713619,13.45660256,13.88126168,8815384615,-6585846154,-5205153846,5584769231,59341112903,11.2782012,98.50911614,5.20591928,3.852836264,494126956.6,2.96151282,17.20342014,6.414741406,1.91E+11,61.5330485,1.91E+11,66.41671662,5.253846267,1.004615385,5.002755482,99689692308,-1756769231,1650307692,1.10E+11,349704474.2,4194337167,20.001,8975135154,55108441961,1.13328309,2.452646509,1.12E+11,10.05234425
3/1/2011,0,466.12,-0.1,6.218382434,1.04E+11,1.33E+11,5.264345772,1.217670046,16.15025641,121.1685141,2.93E+15,3.14E+15,20583.19231,63.08114391,-2.724632115,9.182213524,78.92915988,33.60763586,6.203493365,1.85E+11,124.7906361,78.92915988,13.18815385,14.8506695,8923076923,-6638769231,-5298230769,5670153846,59461037509,11.62030982,98.34539024,5.226304095,3.834107059,493189059.4,2.962102564,16.46626408,6.289109711,1.91E+11,61.70949219,1.92E+11,66.39236414,5.220771,1.006923077,5.012752157,1.01E+11,-920153846.2,2357461538,1.11E+11,352330501.1,4226148308,20.005,9074821231,55699774749,1.136939288,2.447840292,1.12E+11,10.08805723
4/1/2011,0,459.17,-0.01,6.71530256,1.05E+11,1.33E+11,5.587891478,1.577981307,15.88239743,121.9987747,2.98E+15,3.16E+15,20607.67308,62.74804917,-2.188380995,8.912689098,78.59118357,33.63198834,6.133598591,1.86E+11,124.6339851,78.59118357,12.91970513,15.82007732,9030769231,-6691692308,-5391307692,5755538462,59580962115,11.96241844,98.18166434,5.246688909,3.815377855,492251162.2,2.962692307,15.72910801,6.163478016,1.92E+11,61.88593587,1.93E+11,66.36801166,5.187695732,1.009230769,5.022748832,1.02E+11,-83538461.54,3064615385,1.11E+11,354956528.1,4257959449,20.009,9174507308,56291107536,1.140595486,2.443034076,1.13E+11,10.12377021
5/4/2011,0,486.58,0.06,7.212222687,1.06E+11,1.34E+11,5.911437184,1.938292568,15.61453846,122.8290353,3.04E+15,3.19E+15,20632.15385,62.41495443,-1.652129875,8.643164672,78.25320725,33.65634082,6.063703816,1.87E+11,124.477334,78.25320725,12.65125641,16.78948514,9138461538,-6744615385,-5484384615,5840923077,59700886720,12.30452706,98.01793843,5.267073723,3.79664865,491313265,2.963282051,14.99195194,6.03784632,1.93E+11,62.06237955,1.93E+11,66.34365918,5.154620465,1.011538462,5.032745507,1.04E+11,753076923.1,3771769231,1.12E+11,357582555,4289770591,20.013,9274193385,56882440323,1.144251684,2.438227859,1.13E+11,10.15948319
6/1/2011,0,435.69,-0.1,7.709142814,1.07E+11,1.34E+11,6.23498289,2.298603829,15.34667949,123.6592959,3.09E+15,3.22E+15,20656.63462,62.08185969,-1.115878755,8.373640246,77.91523094,33.6806933,5.993809042,1.88E+11,124.3206829,77.91523094,12.38280769,17.75889296,9246153846,-6797538462,-5577461538,5926307692,59820811326,12.64663568,97.85421253,5.287458537,3.777919446,490375367.8,2.963871795,14.25479587,5.912214625,1.94E+11,62.23882323,1.94E+11,66.3193067,5.121545197,1.013846154,5.042742182,1.05E+11,1589692308,4478923077,1.13E+11,360208581.9,4321581732,20.017,9373879462,57473773110,1.147907882,2.433421642,1.14E+11,10.19519617
7/1/2011,0,425.29,-0.02,8.20606294,1.09E+11,1.35E+11,6.558528596,2.658915091,15.07882051,124.4895564,3.14E+15,3.24E+15,20681.11538,61.74876494,-0.579627636,8.104115819,77.57725463,33.70504579,5.923914267,1.88E+11,124.1640319,77.57725463,12.11435898,18.72830078,9353846154,-6850461538,-5670538462,6011692308,59940735932,12.9887443,97.69048663,5.307843352,3.759190241,489437470.6,2.964461538,13.5176398,5.78658293,1.94E+11,62.41526692,1.95E+11,66.29495421,5.08846993,1.016153846,5.052738857,1.07E+11,2426307692,5186076923,1.13E+11,362834608.8,4353392873,20.021,9473565538,58065105898,1.151564081,2.428615425,1.14E+11,10.23090915
8/1/2011,0,401.95,-0.05,8.702983067,1.10E+11,1.35E+11,6.882074302,3.019226352,14.81096154,125.319817,3.19E+15,3.27E+15,20705.59615,61.4156702,-0.043376516,7.834591393,77.23927832,33.72939827,5.854019493,1.89E+11,124.0073808,77.23927832,11.84591026,19.6977086,9461538462,-6903384615,-5763615385,6097076923,60060660538,13.33085292,97.52676073,5.328228166,3.740461037,488499573.4,2.965051282,12.78048374,5.660951235,1.95E+11,62.5917106,1.96E+11,66.27060173,5.055394662,1.018461538,5.062735532,1.08E+11,3262923077,5893230769,1.14E+11,365460635.7,4385204014,20.025,9573251615,58656438685,1.155220279,2.423809208,1.15E+11,10.26662213
9/1/2011,0,435.29,0.08,9.199903194,1.11E+11,1.36E+11,7.205620008,3.379537613,14.54310257,126.1500776,3.25E+15,3.30E+15,20730.07692,61.08257546,0.492874604,7.565066967,76.901302,33.75375075,5.784124718,1.90E+11,123.8507297,76.901302,11.57746154,20.66711642,9569230769,-6956307692,-5856692308,6182461538,60180585143,13.67296154,97.36303482,5.34861298,3.721731832,487561676.2,2.965641026,12.04332767,5.535319539,1.96E+11,62.76815428,1.96E+11,66.24624925,5.022319395,1.020769231,5.072732207,1.09E+11,4099538462,6600384615,1.15E+11,368086662.6,4417015156,20.029,9672937692,59247771472,1.158876477,2.419002991,1.15E+11,10.30233511
10/3/2011,0,422.12,-0.03,9.69682332,1.12E+11,1.36E+11,7.529165714,3.739848874,14.27524359,126.9803382,3.30E+15,3.32E+15,20754.55769,60.74948072,1.029125724,7.295542541,76.56332569,33.77810323,5.714229944,1.91E+11,123.6940787,76.56332569,11.30901282,21.63652424,9676923077,-7009230769,-5949769231,6267846154,60300509749,14.01507016,97.19930892,5.368997794,3.703002628,486623779,2.966230769,11.3061716,5.409687844,1.97E+11,62.94459796,1.97E+11,66.22189677,4.989244127,1.023076923,5.082728882,1.11E+11,4936153846,7307538462,1.15E+11,370712689.6,4448826297,20.033,9772623769,59839104259,1.162532675,2.414196775,1.16E+11,10.33804809
11/1/2011,0,413.82,-0.02,10.19374345,1.14E+11,1.37E+11,7.85271142,4.100160135,14.00738462,127.8105988,3.35E+15,3.35E+15,20779.03846,60.41638598,1.565376844,7.026018115,76.22534938,33.80245571,5.644335169,1.91E+11,123.5374276,76.22534938,11.04056411,22.60593206,9784615385,-7062153846,-6042846154,6353230769,60420434355,14.35717878,97.03558302,5.389382609,3.684273423,485685881.8,2.966820513,10.56901553,5.284056149,1.97E+11,63.12104165,1.98E+11,66.19754429,4.95616886,1.025384615,5.092725557,1.12E+11,5772769231,8014692308,1.16E+11,373338716.5,4480637438,20.037,9872309846,60430437047,1.166188873,2.409390558,1.16E+11,10.37376107
12/1/2011,1,380.1,-0.08,10.69066357,1.15E+11,1.37E+11,8.176257126,4.460471396,13.73952564,128.6408594,3.41E+15,3.37E+15,20803.51923,60.08329124,2.101627964,6.756493689,75.88737306,33.82680819,5.574440395,1.92E+11,123.3807766,75.88737306,10.77211539,23.57533988,9892307692,-7115076923,-6135923077,6438615385,60540358960,14.6992874,96.87185711,5.409767423,3.665544219,484747984.6,2.967410256,9.831859464,5.158424453,1.98E+11,63.29748533,1.98E+11,66.17319181,4.923093592,1.027692308,5.102722232,1.14E+11,6609384615,8721846154,1.16E+11,375964743.4,4512448580,20.041,9971995923,61021769834,1.169845071,2.404584341,1.17E+11,10.40947405
1/3/2012,0,350,-0.08,11.85921259,1.18E+11,1.39E+11,8.409059664,4.728729363,13.23339744,130.1277054,3.52E+15,3.44E+15,20836.10897,60.08063549,2.889762545,6.583247962,75.70391268,33.72414002,5.50831136,1.94E+11,123.81045,75.70391268,10.24492308,24.30280327,10076923077,-7150769231,-6314153846,6608076923,60936164859,15.25502196,96.80850639,5.437559649,3.609931064,483884651.4,2.988474359,8.902239655,5.054904626,2.00E+11,63.72981448,2.00E+11,66.27585998,4.913860721,1.052307692,5.115370545,1.16E+11,7304307692,9299461538,1.19E+11,399594204,4543165358,19.93256923,10174447000,61910884336,1.182874146,2.384032199,1.17E+11,10.48141619
2/1/2012,0,390.67,0.12,12.53084148,1.19E+11,1.39E+11,8.318316496,4.636676068,12.99512821,130.7842908,3.57E+15,3.47E+15,20844.21795,60.41107448,3.141646006,6.679526661,75.85842862,33.59711937,5.512077101,1.95E+11,124.3967744,75.85842862,9.98617949,24.06085885,10153846154,-7133538462,-6399307692,6692153846,61212046152,15.4686479,96.90888158,5.444967061,3.573047114,483959215.5,3.008948718,8.709775913,5.077016494,2.01E+11,63.98569996,2.01E+11,66.40288063,4.937703116,1.074615385,5.118022183,1.18E+11,7162615385,9169923077,1.20E+11,420597637.7,4542070994,19.82013846,10277212000,62208666050,1.192247022,2.368286274,1.18E+11,10.51764535
3/1/2012,0,427.95,0.1,13.20247037,1.21E+11,1.40E+11,8.227573328,4.544622774,12.75685898,131.4408761,3.63E+15,3.51E+15,20852.32692,60.74151348,3.393529466,6.77580536,76.01294455,33.47009872,5.515842841,1.95E+11,124.9830989,76.01294455,9.7274359,23.81891442,10230769231,-7116307692,-6484461538,6776230769,61487927446,15.68227384,97.00925676,5.452374473,3.536163164,484033779.5,3.029423077,8.517312172,5.099128362,2.02E+11,64.24158543,2.02E+11,66.52990128,4.961545512,1.096923077,5.120673821,1.19E+11,7020923077,9040384615,1.22E+11,441601071.4,4540976631,19.70770769,10379977000,62506447765,1.201619899,2.352540348,1.18E+11,10.55387451
4/3/2012,0,445.77,0.04,13.87409926,1.22E+11,1.40E+11,8.136830161,4.452569479,12.51858975,132.0974615,3.68E+15,3.55E+15,20860.4359,61.07195247,3.645412927,6.872084059,76.16746049,33.34307807,5.519608582,1.96E+11,125.5694234,76.16746049,9.46869231,23.57696999,10307692308,-7099076923,-6569615385,6860307692,61763808739,15.89589978,97.10963195,5.459781885,3.499279214,484108343.5,3.049897436,8.324848431,5.12124023,2.02E+11,64.49747091,2.02E+11,66.65692193,4.985387907,1.119230769,5.12332546,1.20E+11,6879230769,8910846154,1.23E+11,462604505,4539882267,19.59527692,10482742000,62804229479,1.210992775,2.336794423,1.19E+11,10.59010367
5/2/2012,0,472.46,0.06,14.54572815,1.24E+11,1.41E+11,8.046086993,4.360516185,12.28032052,132.7540469,3.74E+15,3.58E+15,20868.54487,61.40239146,3.897296388,6.968362758,76.32197642,33.21605742,5.523374322,1.97E+11,126.1557478,76.32197642,9.20994872,23.33502557,10384615385,-7081846154,-6654769231,6944384615,62039690032,16.10952572,97.21000713,5.467189297,3.462395264,484182907.6,3.070371795,8.132384689,5.143352098,2.03E+11,64.75335638,2.03E+11,66.78394258,5.009230303,1.141538462,5.125977098,1.22E+11,6737538462,8781307692,1.25E+11,483607938.7,4538787904,19.48284615,10585507000,63102011194,1.220365652,2.321048498,1.19E+11,10.62633283
6/1/2012,0,428.8,-0.09,15.21735704,1.25E+11,1.42E+11,7.955343825,4.26846289,12.04205129,133.4106323,3.80E+15,3.62E+15,20876.65385,61.73283045,4.149179849,7.064641457,76.47649235,33.08903677,5.527140062,1.98E+11,126.7420723,76.47649235,8.95120513,23.09308114,10461538462,-7064615385,-6739923077,7028461538,62315571325,16.32315166,97.31038231,5.474596709,3.425511314,484257471.6,3.090846154,7.939920948,5.165463966,2.04E+11,65.00924186,2.04E+11,66.91096323,5.033072699,1.163846154,5.128628736,1.23E+11,6595846154,8651769231,1.26E+11,504611372.4,4537693541,19.37041538,10688272000,63399792908,1.229738529,2.305302573,1.20E+11,10.66256199
7/2/2012,0,419.3,-0.02,15.88898593,1.27E+11,1.42E+11,7.864600657,4.176409596,11.80378205,134.0672176,3.85E+15,3.66E+15,20884.76282,62.06326945,4.401063309,7.160920157,76.63100829,32.96201611,5.530905803,1.98E+11,127.3283968,76.63100829,8.69246154,22.85113671,10538461538,-7047384615,-6825076923,7112538462,62591452619,16.53677759,97.4107575,5.48200412,3.388627364,484332035.6,3.111320513,7.747457207,5.187575835,2.05E+11,65.26512733,2.05E+11,67.03798389,5.056915094,1.186153846,5.131280374,1.24E+11,6454153846,8522230769,1.28E+11,525614806.1,4536599177,19.25798462,10791037000,63697574623,1.239111405,2.289556647,1.20E+11,10.69879115
8/1/2012,0,412.55,-0.02,16.56061482,1.28E+11,1.43E+11,7.773857489,4.084356301,11.56551282,134.723803,3.91E+15,3.70E+15,20892.8718,62.39370844,4.65294677,7.257198856,76.78552422,32.83499546,5.534671543,1.99E+11,127.9147213,76.78552422,8.43371795,22.60919228,10615384615,-7030153846,-6910230769,7196615385,62867333912,16.75040353,97.51113268,5.489411532,3.351743414,484406599.6,3.131794872,7.554993466,5.209687703,2.06E+11,65.52101281,2.06E+11,67.16500454,5.08075749,1.208461538,5.133932012,1.25E+11,6312461538,8392692308,1.29E+11,546618239.8,4535504814,19.14555385,10893802000,63995356337,1.248484282,2.273810722,1.21E+11,10.73502031
9/4/2012,0,402.08,-0.03,17.23224371,1.30E+11,1.44E+11,7.683114321,3.992303007,11.32724359,135.3803884,3.97E+15,3.73E+15,20900.98077,62.72414743,4.904830231,7.353477555,76.94004015,32.70797481,5.538437283,2.00E+11,128.5010457,76.94004015,8.17497436,22.36724786,10692307692,-7012923077,-6995384615,7280692308,63143215205,16.96402947,97.61150786,5.496818944,3.314859464,484481163.7,3.152269231,7.362529724,5.231799571,2.07E+11,65.77689828,2.07E+11,67.29202519,5.104599886,1.230769231,5.13658365,1.27E+11,6170769231,8263153846,1.31E+11,567621673.5,4534410451,19.03312308,10996567000,64293138052,1.257857159,2.258064797,1.21E+11,10.77124947
10/1/2012,0,386.55,-0.04,17.9038726,1.31E+11,1.44E+11,7.592371154,3.900249712,11.08897436,136.0369738,4.02E+15,3.77E+15,20909.08975,63.05458642,5.156713692,7.449756254,77.09455609,32.58095416,5.542203024,2.01E+11,129.0873702,77.09455609,7.91623077,22.12530343,10769230769,-6995692308,-7080538462,7364769231,63419096498,17.17765541,97.71188305,5.504226356,3.277975514,484555727.7,3.17274359,7.170065983,5.253911439,2.07E+11,66.03278376,2.07E+11,67.41904584,5.128442281,1.253076923,5.139235289,1.28E+11,6029076923,8133615385,1.32E+11,588625107.1,4533316087,18.92069231,11099332000,64590919766,1.267230035,2.242318872,1.22E+11,10.80747863
11/1/2012,0,387.95,0,18.57550149,1.33E+11,1.45E+11,7.501627986,3.808196418,10.85070513,136.6935591,4.08E+15,3.81E+15,20917.19872,63.38502542,5.408597152,7.546034953,77.24907202,32.45393351,5.545968764,2.01E+11,129.6736947,77.24907202,7.65748718,21.883359,10846153846,-6978461538,-7165692308,7448846154,63694977792,17.39128135,97.81225823,5.511633768,3.241091564,484630291.7,3.193217949,6.977602242,5.276023307,2.08E+11,66.28866923,2.08E+11,67.54606649,5.152284677,1.275384615,5.141886927,1.29E+11,5887384615,8004076923,1.34E+11,609628540.8,4532221724,18.80826154,11202097000,64888701481,1.276602912,2.226572946,1.22E+11,10.84370779
12/3/2012,0,379.27,-0.02,19.24713038,1.34E+11,1.45E+11,7.410884818,3.716143123,10.6124359,137.3501445,4.13E+15,3.84E+15,20925.3077,63.71546441,5.660480613,7.642313652,77.40358796,32.32691286,5.549734505,2.02E+11,130.2600191,77.40358796,7.39874359,21.64141458,10923076923,-6961230769,-7250846154,7532923077,63970859085,17.60490729,97.91263342,5.51904118,3.204207614,484704855.8,3.213692308,6.7851385,5.298135175,2.09E+11,66.54455471,2.09E+11,67.67308714,5.176127072,1.297692308,5.144538565,1.31E+11,5745692308,7874538462,1.35E+11,630631974.5,4531127360,18.69583077,11304862000,65186483195,1.285975788,2.210827021,1.23E+11,10.87993695
1/2/2013,0,418.35,0.1,19.41997827,1.37E+11,1.47E+11,6.930121569,3.653695996,10.24269231,138.4403422,4.25E+15,3.93E+15,20949.92308,64.18175247,6.15546109,7.677669021,77.746021,32.23570318,5.620326892,2.04E+11,131.1974335,77.746021,7.033653846,21.27182002,11076923077,-7029076923,-7452000000,7736230769,64695114686,17.41558512,97.98305333,5.535866793,3.24467624,482571174.6,3.209038462,6.399742429,5.371683512,2.11E+11,67.01568098,2.11E+11,67.76429682,5.283050562,1.315384615,5.146656673,1.33E+11,5834153846,7869153846,1.38E+11,655452436.5,4700004485,18.59823846,11460146846,66020409677,1.315933703,2.257048903,1.24E+11,10.87011188
2/1/2013,0,483.42,0.16,18.92119727,1.39E+11,1.47E+11,6.540101489,3.683302164,10.11121795,138.8739545,4.32E+15,3.97E+15,20966.42949,64.31760153,6.398558105,7.61674569,77.93393811,32.27151415,5.687153539,2.05E+11,131.5485233,77.93393811,6.927307692,21.14416989,11153846154,-7114153846,-7568000000,7855461538,65143488994,17.012637,97.95309805,5.545284994,3.322028816,480362929.3,3.183910257,6.206810099,5.423119981,2.12E+11,67.23092178,2.12E+11,67.72848585,5.366131656,1.310769231,5.146123142,1.35E+11,6064307692,7993307692,1.39E+11,659269464.8,4869975973,18.61307692,11512666692,66556554444,1.33651874,2.319016709,1.24E+11,10.82405766
3/1/2013,0,477.15,-0.01,18.42241628,1.40E+11,1.48E+11,6.150081408,3.712908331,9.979743592,139.3075668,4.38E+15,4.02E+15,20982.9359,64.4534506,6.641655121,7.55582236,78.12185522,32.30732512,5.753980186,2.06E+11,131.8996132,78.12185522,6.820961538,21.01651977,11230769231,-7199230769,-7684000000,7974692308,65591863303,16.60968889,97.92314278,5.554703195,3.399381392,478154684.1,3.158782052,6.013877768,5.47455645,2.13E+11,67.44616258,2.13E+11,67.69267488,5.44921275,1.306153846,5.145589612,1.36E+11,6294461538,8117461538,1.41E+11,663086493.1,5039947461,18.62791538,11565186538,67092699211,1.357103778,2.380984516,1.25E+11,10.77800343
4/1/2013,0,505.81,0.06,17.92363528,1.41E+11,1.48E+11,5.760061328,3.742514499,9.848269233,139.7411791,4.45E+15,4.06E+15,20999.44231,64.58929966,6.884752136,7.494899029,78.30977232,32.34313609,5.820806833,2.07E+11,132.250703,78.30977232,6.714615385,20.88886964,11307692308,-7284307692,-7800000000,8093923077,66040237611,16.20674078,97.8931875,5.564121396,3.476733968,475946438.8,3.133653846,5.820945438,5.525992919,2.14E+11,67.66140337,2.14E+11,67.65686391,5.532293844,1.301538462,5.145056081,1.38E+11,6524615385,8241615385,1.42E+11,666903521.4,5209918949,18.64275385,11617706385,67628843978,1.377688816,2.442952322,1.25E+11,10.73194921
5/2/2013,0,473.02,-0.06,17.42485428,1.43E+11,1.49E+11,5.370041247,3.772120666,9.716794874,140.1747914,4.51E+15,4.11E+15,21015.94872,64.72514873,7.127849152,7.433975699,78.49768943,32.37894706,5.88763348,2.08E+11,132.6017929,78.49768943,6.608269231,20.76121951,11384615385,-7369384615,-7916000000,8213153846,66488611919,15.80379266,97.86323223,5.573539597,3.554086544,473738193.6,3.108525641,5.628013108,5.577429388,2.15E+11,67.87664417,2.15E+11,67.62105294,5.615374938,1.296923077,5.144522551,1.39E+11,6754769231,8365769231,1.43E+11,670720549.7,5379890437,18.65759231,11670226231,68164988745,1.398273853,2.504920129,1.26E+11,10.68589498
6/3/2013,0,517.03,0.09,16.92607328,1.44E+11,1.50E+11,4.980021167,3.801726833,9.585320515,140.6084037,4.57E+15,4.16E+15,21032.45513,64.8609978,7.370946167,7.373052368,78.68560654,32.41475803,5.954460127,2.09E+11,132.9528828,78.68560654,6.501923077,20.63356938,11461538462,-7454461538,-8032000000,8332384615,66936986227,15.40084455,97.83327696,5.582957798,3.63143912,471529948.3,3.083397436,5.435080778,5.628865857,2.16E+11,68.09188497,2.16E+11,67.58524197,5.698456032,1.292307692,5.14398902,1.40E+11,6984923077,8489923077,1.44E+11,674537578,5549861925,18.67243077,11722746077,68701133512,1.418858891,2.566887935,1.26E+11,10.63984076
